T_0060
BeatCount Mean SD BeatCountNoOutliers MeanNoOutliers SDNoOutliers
1970 763,160913705584 74,1455680176221 1948 764,732546201232 69,9786792406781

Trial TrialStatus Trialtype IBI AbsPosition RelPosition Outlier
0 0 0 626 1126 -14848 0
0 0 0 656 1782 -14192 0
0 0 0 705 2487 -13487 0
0 0 0 700 3187 -12787 0
0 0 0 821 4008 -11966 0
0 0 0 851 4859 -11115 0
0 0 0 777 5636 -10338 0
0 0 0 801 6437 -9537 0
0 0 0 820 7257 -8717 0
0 0 0 808 8065 -7909 0
0 0 0 799 8864 -7110 0
0 0 0 769 9633 -6341 0
0 0 0 781 10414 -5560 0
0 0 0 804 11218 -4756 0
0 0 0 809 12027 -3947 0
0 0 0 799 12826 -3148 0
0 0 0 848 13674 -2300 0
1 1 S112 857 14531 -1443 0
1 1 S112 834 15365 -609 0
1 2 S112 838 16203 229 0
1 2 S112 854 17057 1083 0
1 2 S112 868 17925 1951 0
1 2 S112 824 18749 2775 0
1 2 S112 844 19593 3619 0
1 2 S112 871 20464 4490 0
1 2 S112 887 21351 5377 0
1 2 S112 830 22181 6207 0
0 0 0 872 23053 -12516 0
0 0 0 912 23965 -11604 0
0 0 0 883 24848 -10721 0
0 0 0 810 25658 -9911 0
0 0 0 853 26511 -9058 0
0 0 0 857 27368 -8201 0
0 0 0 792 28160 -7409 0
0 0 0 790 28950 -6619 0
0 0 0 787 29737 -5832 0
0 0 0 811 30548 -5021 0
0 0 0 774 31322 -4247 0
0 0 0 825 32147 -3422 0
0 0 0 866 33013 -2556 0
2 1 S102 848 33861 -1708 0
2 1 S102 788 34649 -920 0
2 1 S102 816 35465 -104 0
2 2 S102 814 36279 710 0
2 2 S102 804 37083 1514 0
2 2 S102 779 37862 2293 0
2 2 S102 822 38684 3115 0
2 2 S102 845 39529 3960 0
2 2 S102 819 40348 4779 0
2 2 S102 824 41172 5603 0
2 2 S102 852 42024 6455 0
0 0 0 869 42893 -9354 0
0 0 0 810 43703 -8544 0
0 0 0 808 44511 -7736 0
0 0 0 796 45307 -6940 0
0 0 0 775 46082 -6165 0
0 0 0 803 46885 -5362 0
0 0 0 832 47717 -4530 0
0 0 0 826 48543 -3704 0
0 0 0 807 49350 -2897 0
0 0 0 858 50208 -2039 0
3 1 S116 878 51086 -1161 0
3 1 S116 832 51918 -329 0
3 2 S116 815 52733 486 0
3 2 S116 856 53589 1342 0
3 2 S116 882 54471 2224 0
3 2 S116 849 55320 3073 0
3 2 S116 885 56205 3958 0
3 2 S116 900 57105 4858 0
3 2 S116 888 57993 5746 0
3 2 S116 831 58824 6577 0
0 0 0 879 59703 -11212 0
0 0 0 888 60591 -10324 0
0 0 0 813 61404 -9511 0
0 0 0 838 62242 -8673 0
0 0 0 829 63071 -7844 0
0 0 0 800 63871 -7044 0
0 0 0 805 64676 -6239 0
0 0 0 859 65535 -5380 0
0 0 0 887 66422 -4493 0
0 0 0 812 67234 -3681 0
0 0 0 854 68088 -2827 0
4 1 S106 869 68957 -1958 0
4 1 S106 856 69813 -1102 0
4 1 S106 834 70647 -268 0
4 2 S106 873 71520 605 0
4 2 S106 900 72420 1505 0
4 2 S106 832 73252 2337 0
4 2 S106 828 74080 3165 0
4 2 S106 855 74935 4020 0
4 2 S106 872 75807 4892 0
4 2 S106 822 76629 5714 0
4 2 S106 813 77442 6527 0
0 0 0 814 78256 -8375 0
0 0 0 768 79024 -7607 0
0 0 0 713 79737 -6894 0
0 0 0 676 80413 -6218 0
0 0 0 688 81101 -5530 0
0 0 0 693 81794 -4837 0
0 0 0 773 82567 -4064 0
0 0 0 851 83418 -3213 0
