P_0004
BeatCount Mean SD BeatCountNoOutliers MeanNoOutliers SDNoOutliers
1466 851,99863574352 100,018155339193 1434 844,048814504881 85,2780309491897

Trial TrialStatus Trialtype IBI AbsPosition RelPosition Outlier
0 0 0 740 1192 -19966 0
0 0 0 737 1929 -19229 0
0 0 0 722 2651 -18507 0
0 0 0 758 3409 -17749 0
0 0 0 799 4208 -16950 0
0 0 0 918 5126 -16032 0
0 0 0 892 6018 -15140 0
0 0 0 852 6870 -14288 0
0 0 0 810 7680 -13478 0
0 0 0 792 8472 -12686 0
0 0 0 826 9298 -11860 0
0 0 0 817 10115 -11043 0
0 0 0 880 10995 -10163 0
0 0 0 889 11884 -9274 0
0 0 0 926 12810 -8348 0
0 0 0 863 13673 -7485 0
0 0 0 869 14542 -6616 0
0 0 0 953 15495 -5663 0
0 0 0 938 16433 -4725 0
0 0 0 869 17302 -3856 0
0 0 0 889 18191 -2967 0
0 0 0 916 19107 -2051 0
1 1 S112 931 20038 -1120 0
1 1 S112 878 20916 -242 0
1 2 S112 904 21820 662 0
1 2 S112 1230 23050 1892 1
1 2 S112 1172 24222 3064 1
1 2 S112 974 25196 4038 0
1 2 S112 995 26191 5033 0
1 2 S112 984 27175 6017 0
1 2 S112 993 28168 7010 0
0 0 0 947 29115 -13230 0
0 0 0 985 30100 -12245 0
0 0 0 1001 31101 -11244 0
0 0 0 913 32014 -10331 0
0 0 0 964 32978 -9367 0
0 0 0 944 33922 -8423 0
0 0 0 872 34794 -7551 0
0 0 0 806 35600 -6745 0
0 0 0 809 36409 -5936 0
0 0 0 903 37312 -5033 0
0 0 0 1109 38421 -3924 0
0 0 0 971 39392 -2953 0
0 0 0 840 40232 -2113 0
2 1 S102 830 41062 -1283 0
2 1 S102 849 41911 -434 0
2 2 S102 883 42794 449 0
2 2 S102 862 43656 1311 0
2 2 S102 908 44564 2219 0
2 2 S102 963 45527 3182 0
2 2 S102 991 46518 4173 0
2 2 S102 902 47420 5075 0
2 2 S102 900 48320 5975 0
2 2 S102 926 49246 6901 0
0 0 0 913 50159 -8914 0
0 0 0 952 51111 -7962 0
0 0 0 978 52089 -6984 0
0 0 0 930 53019 -6054 0
0 0 0 860 53879 -5194 0
0 0 0 809 54688 -4385 0
0 0 0 829 55517 -3556 0
0 0 0 825 56342 -2731 0
3 1 S116 837 57179 -1894 0
3 1 S116 794 57973 -1100 0
3 1 S116 870 58843 -230 0
3 2 S116 893 59736 663 0
3 2 S116 952 60688 1615 0
3 2 S116 919 61607 2534 0
3 2 S116 835 62442 3369 0
3 2 S116 812 63254 4181 0
3 2 S116 873 64127 5054 0
3 2 S116 915 65042 5969 0
3 2 S116 869 65911 6838 0
0 0 0 860 66771 -11732 0
0 0 0 972 67743 -10760 0
0 0 0 1082 68825 -9678 0
0 0 0 1001 69826 -8677 0
0 0 0 844 70670 -7833 0
0 0 0 863 71533 -6970 0
0 0 0 827 72360 -6143 0
0 0 0 812 73172 -5331 0
0 0 0 793 73965 -4538 0
0 0 0 826 74791 -3712 0
0 0 0 862 75653 -2850 0
4 1 S106 858 76511 -1992 0
4 1 S106 849 77360 -1143 0
4 1 S106 915 78275 -228 0
4 2 S106 901 79176 673 0
4 2 S106 946 80122 1619 0
4 2 S106 876 80998 2495 0
4 2 S106 910 81908 3405 0
4 2 S106 908 82816 4313 0
4 2 S106 888 83704 5201 0
4 2 S106 863 84567 6064 0
4 2 S106 866 85433 6930 0
0 0 0 857 86290 -5890 0
0 0 0 916 87206 -4974 0
0 0 0 876 88082 -4098 0
0 0 0 889 88971 -3209 0
0 0 0 935 89906 -2274 0
5 1 S116 981 90887 -1293 0
5 1 S116 932 91819 -361 0
5 2 S116 887 92706 526 0
5 2 S116 925 93631 1451 0
5 2 S116 912 94543 2363 0
5 2 S116 903 95446 3266 0
5 2 S116 859 96305 4125 0
5 2 S116 922 97227 5047 0
5 2 S116 957 98184 6004 0
5 2 S116 911 99095 6915 0
0 0 0 863 99958 -7872 0
0 0 0 991 100949 -6881 0
0 0 0 913 101862 -5968 0
0 0 0 861 102723 -5107 0
0 0 0 818 103541 -4289 0
0 0 0 904 104445 -3385 0
0 0 0 874 105319 -2511 0
6 1 S106 847 106166 -1664 0
6 1 S106 817 106983 -847 0
6 2 S106 856 107839 9 0
6 2 S106 864 108703 873 0
6 2 S106 877 109580 1750 0
6 2 S106 852 110432 2602 0
6 2 S106 926 111358 3528 0
6 2 S106 911 112269 4439 0
6 2 S106 881 113150 5320 0
6 2 S106 843 113993 6163 0
0 0 0 874 114867 -11348 0
0 0 0 883 115750 -10465 0
0 0 0 877 116627 -9588 0
0 0 0 847 117474 -8741 0
0 0 0 816 118290 -7925 0
0 0 0 822 119112 -7103 0
0 0 0 771 119883 -6332 0
0 0 0 774 120657 -5558 0
0 0 0 786 121443 -4772 0
0 0 0 816 122259 -3956 0
0 0 0 784 123043 -3172 0
0 0 0 784 123827 -2388 0
7 1 S102 847 124674 -1541 0
7 1 S102 819 125493 -722 0
7 2 S102 824 126317 102 0
7 2 S102 793 127110 895 0
7 2 S102 839 127949 1734 0
7 2 S102 843 128792 2577 0
7 2 S102 841 129633 3418 0
7 2 S102 825 130458 4243 0
7 2 S102 779 131237 5022 0
7 2 S102 810 132047 5832 0
7 2 S102 831 132878 6663 0
0 0 0 851 133729 -8882 0
0 0 0 859 134588 -8023 0
0 0 0 901 135489 -7122 0
0 0 0 883 136372 -6239 0
0 0 0 865 137237 -5374 0
0 0 0 807 138044 -4567 0
0 0 0 804 138848 -3763 0
0 0 0 812 139660 -2951 0
0 0 0 818 140478 -2133 0
8 1 S112 830 141308 -1303 0
8 1 S112 856 142164 -447 0
8 2 S112 890 143054 443 0
8 2 S112 1095 144149 1538 0
8 2 S112 1077 145226 2615 0
8 2 S112 970 146196 3585 0
8 2 S112 977 147173 4562 0
8 2 S112 938 148111 5500 0
8 2 S112 881 148992 6381 0
0 0 0 926 149918 -8244 0
0 0 0 921 150839 -7323 0
0 0 0 982 151821 -6341 0
0 0 0 902 152723 -5439 0
0 0 0 944 153667 -4495 0
0 0 0 878 154545 -3617 0
0 0 0 815 155360 -2802 0
0 0 0 751 156111 -2051 0
9 1 S116 717 156828 -1334 0
9 1 S116 698 157526 -636 0
9 2 S116 695 158221 59 0
9 2 S116 738 158959 797 0
9 2 S116 1095 160054 1892 0
9 2 S116 1151 161205 3043 1
9 2 S116 1000 162205 4043 0
9 2 S116 871 163076 4914 0
9 2 S116 811 163887 5725 0
9 2 S116 797 164684 6522 0
0 0 0 808 165492 -9928 0
0 0 0 853 166345 -9075 0
0 0 0 812 167157 -8263 0
0 0 0 809 167966 -7454 0
0 0 0 809 168775 -6645 0
0 0 0 818 169593 -5827 0
0 0 0 824 170417 -5003 0
0 0 0 851 171268 -4152 0
0 0 0 859 172127 -3293 0
0 0 0 935 173062 -2358 0
10 1 S102 938 174000 -1420 0
10 1 S102 982 174982 -438 0
10 2 S102 992 175974 554 0
10 2 S102 1020 176994 1574 0
10 2 S102 916 177910 2490 0
10 2 S102 840 178750 3330 0
10 2 S102 896 179646 4226 0
10 2 S102 984 180630 5210 0
10 2 S102 1045 181675 6255 0
0 0 0 880 182555 -10488 0
0 0 0 790 183345 -9698 0
0 0 0 799 184144 -8899 0
0 0 0 858 185002 -8041 0
0 0 0 920 185922 -7121 0
0 0 0 879 186801 -6242 0
0 0 0 832 187633 -5410 0
0 0 0 846 188479 -4564 0
0 0 0 864 189343 -3700 0
0 0 0 858 190201 -2842 0
0 0 0 835 191036 -2007 0
11 1 S112 800 191836 -1207 0
11 1 S112 767 192603 -440 0
11 2 S112 773 193376 333 0
11 2 S112 880 194256 1213 0
11 2 S112 1281 195537 2494 1
11 2 S112 1193 196730 3687 1
11 2 S112 942 197672 4629 0
11 2 S112 920 198592 5549 0
11 2 S112 950 199542 6499 0
0 0 0 909 200451 -5805 0
0 0 0 898 201349 -4907 0
0 0 0 854 202203 -4053 0
0 0 0 916 203119 -3137 0
0 0 0 880 203999 -2257 0
12 1 S116 907 204906 -1350 0
12 1 S116 940 205846 -410 0
12 2 S116 920 206766 510 0
12 2 S116 913 207679 1423 0
12 2 S116 1032 208711 2455 0
12 2 S116 1010 209721 3465 0
12 2 S116 951 210672 4416 0
12 2 S116 918 211590 5334 0
12 2 S116 934 212524 6268 0
0 0 0 930 213454 -12083 0
0 0 0 898 214352 -11185 0
0 0 0 967 215319 -10218 0
0 0 0 981 216300 -9237 0
0 0 0 906 217206 -8331 0
0 0 0 806 218012 -7525 0
0 0 0 759 218771 -6766 0
0 0 0 729 219500 -6037 0
0 0 0 755 220255 -5282 0
0 0 0 821 221076 -4461 0
0 0 0 840 221916 -3621 0
0 0 0 850 222766 -2771 0
13 1 S112 811 223577 -1960 0
13 1 S112 789 224366 -1171 0
13 1 S112 835 225201 -336 0
13 2 S112 846 226047 510 0
13 2 S112 852 226899 1362 0
13 2 S112 847 227746 2209 0
13 2 S112 865 228611 3074 0
13 2 S112 864 229475 3938 0
13 2 S112 878 230353 4816 0
13 2 S112 874 231227 5690 0
13 2 S112 927 232154 6617 0
0 0 0 971 233125 -12654 0
0 0 0 1028 234153 -11626 0
0 0 0 874 235027 -10752 0
0 0 0 940 235967 -9812 0
0 0 0 950 236917 -8862 0
0 0 0 834 237751 -8028 0
0 0 0 778 238529 -7250 0
0 0 0 751 239280 -6499 0
0 0 0 778 240058 -5721 0
0 0 0 810 240868 -4911 0
0 0 0 872 241740 -4039 0
0 0 0 835 242575 -3204 0
0 0 0 803 243378 -2401 0
14 1 S106 833 244211 -1568 0
14 1 S106 843 245054 -725 0
14 2 S106 849 245903 124 0
14 2 S106 812 246715 936 0
14 2 S106 866 247581 1802 0
14 2 S106 857 248438 2659 0
14 2 S106 876 249314 3535 0
14 2 S106 848 250162 4383 0
14 2 S106 899 251061 5282 0
14 2 S106 888 251949 6170 0
14 2 S106 852 252801 7022 0
0 0 0 921 253722 -10989 0
0 0 0 991 254713 -9998 0
0 0 0 946 255659 -9052 0
0 0 0 840 256499 -8212 0
0 0 0 826 257325 -7386 0
0 0 0 826 258151 -6560 0
0 0 0 810 258961 -5750 0
0 0 0 798 259759 -4952 0
0 0 0 853 260612 -4099 0
0 0 0 858 261470 -3241 0
0 0 0 836 262306 -2405 0
15 1 S116 866 263172 -1539 0
15 1 S116 914 264086 -625 0
15 2 S116 920 265006 295 0
15 2 S116 889 265895 1184 0
15 2 S116 897 266792 2081 0
15 2 S116 924 267716 3005 0
15 2 S116 930 268646 3935 0
15 2 S116 858 269504 4793 0
15 2 S116 807 270311 5600 0
15 2 S116 852 271163 6452 0
0 0 0 892 272055 -9119 0
0 0 0 872 272927 -8247 0
0 0 0 890 273817 -7357 0
0 0 0 894 274711 -6463 0
0 0 0 837 275548 -5626 0
0 0 0 784 276332 -4842 0
0 0 0 756 277088 -4086 0
