P_0006
BeatCount Mean SD BeatCountNoOutliers MeanNoOutliers SDNoOutliers
1851 751,859535386278 62,5929686026052 1839 751,049483414899 61,1104229855109

Trial TrialStatus Trialtype IBI AbsPosition RelPosition Outlier
0 0 0 871 1531 -18746 0
0 0 0 872 2403 -17874 0
0 0 0 892 3295 -16982 0
0 0 0 834 4129 -16148 0
0 0 0 834 4963 -15314 0
0 0 0 839 5802 -14475 0
0 0 0 849 6651 -13626 0
0 0 0 825 7476 -12801 0
0 0 0 844 8320 -11957 0
0 0 0 858 9178 -11099 0
0 0 0 835 10013 -10264 0
0 0 0 814 10827 -9450 0
0 0 0 782 11609 -8668 0
0 0 0 719 12328 -7949 0
0 0 0 709 13037 -7240 0
0 0 0 740 13777 -6500 0
0 0 0 778 14555 -5722 0
0 0 0 859 15414 -4863 0
0 0 0 884 16298 -3979 0
0 0 0 903 17201 -3076 0
0 0 0 810 18011 -2266 0
1 1 S112 835 18846 -1431 0
1 1 S112 830 19676 -601 0
1 2 S112 818 20494 217 0
1 2 S112 790 21284 1007 0
1 2 S112 795 22079 1802 0
1 2 S112 795 22874 2597 0
1 2 S112 749 23623 3346 0
1 2 S112 745 24368 4091 0
1 2 S112 786 25154 4877 0
1 2 S112 787 25941 5664 0
1 2 S112 782 26723 6446 0
0 0 0 749 27472 -14970 0
0 0 0 712 28184 -14258 0
0 0 0 697 28881 -13561 0
0 0 0 732 29613 -12829 0
0 0 0 771 30384 -12058 0
0 0 0 803 31187 -11255 0
0 0 0 806 31993 -10449 0
0 0 0 843 32836 -9606 0
0 0 0 848 33684 -8758 0
0 0 0 777 34461 -7981 0
0 0 0 770 35231 -7211 0
0 0 0 753 35984 -6458 0
0 0 0 747 36731 -5711 0
0 0 0 701 37432 -5010 0
0 0 0 699 38131 -4311 0
0 0 0 707 38838 -3604 0
0 0 0 697 39535 -2907 0
0 0 0 714 40249 -2193 0
2 1 S102 737 40986 -1456 0
2 1 S102 745 41731 -711 0
2 1 S102 697 42428 -14 0
2 2 S102 702 43130 688 0
2 2 S102 749 43879 1437 0
2 2 S102 752 44631 2189 0
2 2 S102 803 45434 2992 0
2 2 S102 776 46210 3768 0
2 2 S102 728 46938 4496 0
2 2 S102 782 47720 5278 0
2 2 S102 787 48507 6065 0
2 2 S102 803 49310 6868 0
0 0 0 788 50098 -14029 0
0 0 0 729 50827 -13300 0
0 0 0 724 51551 -12576 0
0 0 0 766 52317 -11810 0
0 0 0 795 53112 -11015 0
0 0 0 862 53974 -10153 0
0 0 0 865 54839 -9288 0
0 0 0 840 55679 -8448 0
0 0 0 823 56502 -7625 0
0 0 0 847 57349 -6778 0
0 0 0 826 58175 -5952 0
0 0 0 791 58966 -5161 0
0 0 0 781 59747 -4380 0
0 0 0 796 60543 -3584 0
0 0 0 758 61301 -2826 0
0 0 0 734 62035 -2092 0
3 1 S116 795 62830 -1297 0
3 1 S116 823 63653 -474 0
3 2 S116 861 64514 387 0
3 2 S116 874 65388 1261 0
3 2 S116 850 66238 2111 0
3 2 S116 845 67083 2956 0
3 2 S116 869 67952 3825 0
3 2 S116 876 68828 4701 0
3 2 S116 826 69654 5527 0
3 2 S116 754 70408 6281 0
0 0 0 800 71208 -15200 0
0 0 0 831 72039 -14369 0
0 0 0 847 72886 -13522 0
0 0 0 840 73726 -12682 0
0 0 0 804 74530 -11878 0
0 0 0 873 75403 -11005 0
0 0 0 885 76288 -10120 0
0 0 0 884 77172 -9236 0
0 0 0 797 77969 -8439 0
0 0 0 765 78734 -7674 0
0 0 0 803 79537 -6871 0
0 0 0 801 80338 -6070 0
0 0 0 777 81115 -5293 0
0 0 0 841 81956 -4452 0
0 0 0 842 82798 -3610 0
0 0 0 824 83622 -2786 0
0 0 0 765 84387 -2021 0
4 1 S106 802 85189 -1219 0
4 1 S106 823 86012 -396 0
4 2 S106 777 86789 381 0
4 2 S106 767 87556 1148 0
4 2 S106 728 88284 1876 0
4 2 S106 780 89064 2656 0
4 2 S106 801 89865 3457 0
4 2 S106 827 90692 4284 0
4 2 S106 811 91503 5095 0
4 2 S106 826 92329 5921 0
4 2 S106 854 93183 6775 0
0 0 0 835 94018 -10544 0
0 0 0 850 94868 -9694 0
0 0 0 777 95645 -8917 0
0 0 0 729 96374 -8188 0
0 0 0 730 97104 -7458 0
0 0 0 781 97885 -6677 0
0 0 0 844 98729 -5833 0
0 0 0 880 99609 -4953 0
0 0 0 870 100479 -4083 0
0 0 0 840 101319 -3243 0
0 0 0 894 102213 -2349 0
5 1 S116 966 103179 -1383 1
5 1 S116 933 104112 -450 1
5 2 S116 845 104957 395 0
5 2 S116 804 105761 1199 0
5 2 S116 847 106608 2046 0
5 2 S116 842 107450 2888 0
5 2 S116 821 108271 3709 0
5 2 S116 769 109040 4478 0
5 2 S116 734 109774 5212 0
5 2 S116 771 110545 5983 0
5 2 S116 794 111339 6777 0
0 0 0 849 112188 -14771 0
0 0 0 837 113025 -13934 0
0 0 0 754 113779 -13180 0
0 0 0 822 114601 -12358 0
0 0 0 860 115461 -11498 0
0 0 0 930 116391 -10568 1
0 0 0 924 117315 -9644 1
0 0 0 835 118150 -8809 0
0 0 0 877 119027 -7932 0
0 0 0 887 119914 -7045 0
0 0 0 832 120746 -6213 0
0 0 0 772 121518 -5441 0
0 0 0 756 122274 -4685 0
0 0 0 772 123046 -3913 0
0 0 0 794 123840 -3119 0
0 0 0 776 124616 -2343 0
6 1 S106 735 125351 -1608 0
6 1 S106 721 126072 -887 0
6 1 S106 776 126848 -111 0
6 2 S106 802 127650 691 0
6 2 S106 834 128484 1525 0
6 2 S106 849 129333 2374 0
6 2 S106 840 130173 3214 0
6 2 S106 881 131054 4095 0
6 2 S106 867 131921 4962 0
6 2 S106 821 132742 5783 0
6 2 S106 830 133572 6613 0
0 0 0 723 134295 -10303 0
0 0 0 718 135013 -9585 0
0 0 0 744 135757 -8841 0
0 0 0 769 136526 -8072 0
0 0 0 793 137319 -7279 0
0 0 0 804 138123 -6475 0
0 0 0 724 138847 -5751 0
0 0 0 766 139613 -4985 0
0 0 0 813 140426 -4172 0
0 0 0 843 141269 -3329 0
0 0 0 825 142094 -2504 0
7 1 S102 770 142864 -1734 0
7 1 S102 797 143661 -937 0
7 1 S102 813 144474 -124 0
7 2 S102 825 145299 701 0
7 2 S102 844 146143 1545 0
7 2 S102 791 146934 2336 0
7 2 S102 777 147711 3113 0
7 2 S102 802 148513 3915 0
7 2 S102 813 149326 4728 0
7 2 S102 820 150146 5548 0
7 2 S102 761 150907 6309 0
0 0 0 728 151635 -13090 0
0 0 0 779 152414 -12311 0
0 0 0 830 153244 -11481 0
0 0 0 863 154107 -10618 0
0 0 0 836 154943 -9782 0
0 0 0 795 155738 -8987 0
0 0 0 856 156594 -8131 0
0 0 0 857 157451 -7274 0
0 0 0 835 158286 -6439 0
0 0 0 749 159035 -5690 0
0 0 0 762 159797 -4928 0
0 0 0 778 160575 -4150 0
0 0 0 784 161359 -3366 0
0 0 0 804 162163 -2562 0
8 1 S112 785 162948 -1777 0
8 1 S112 786 163734 -991 0
8 1 S112 728 164462 -263 0
8 2 S112 726 165188 463 0
8 2 S112 681 165869 1144 0
8 2 S112 679 166548 1823 0
8 2 S112 674 167222 2497 0
8 2 S112 674 167896 3171 0
8 2 S112 732 168628 3903 0
8 2 S112 788 169416 4691 0
8 2 S112 849 170265 5540 0
8 2 S112 890 171155 6430 0
0 0 0 905 172060 -11597 0
0 0 0 823 172883 -10774 0
0 0 0 802 173685 -9972 0
0 0 0 836 174521 -9136 0
0 0 0 847 175368 -8289 0
0 0 0 860 176228 -7429 0
0 0 0 826 177054 -6603 0
0 0 0 787 177841 -5816 0
0 0 0 805 178646 -5011 0
0 0 0 806 179452 -4205 0
0 0 0 816 180268 -3389 0
0 0 0 767 181035 -2622 0
9 1 S116 716 181751 -1906 0
9 1 S116 755 182506 -1151 0
9 1 S116 765 183271 -386 0
9 2 S116 806 184077 420 0
9 2 S116 813 184890 1233 0
9 2 S116 784 185674 2017 0
9 2 S116 851 186525 2868 0
9 2 S116 885 187410 3753 0
9 2 S116 876 188286 4629 0
9 2 S116 813 189099 5442 0
9 2 S116 783 189882 6225 0
9 2 S116 803 190685 7028 0
0 0 0 815 191500 -16378 0
0 0 0 826 192326 -15552 0
0 0 0 792 193118 -14760 0
0 0 0 750 193868 -14010 0
0 0 0 797 194665 -13213 0
0 0 0 837 195502 -12376 0
0 0 0 864 196366 -11512 0
0 0 0 826 197192 -10686 0
0 0 0 836 198028 -9850 0
0 0 0 847 198875 -9003 0
0 0 0 778 199653 -8225 0
0 0 0 771 200424 -7454 0
0 0 0 732 201156 -6722 0
0 0 0 694 201850 -6028 0
0 0 0 712 202562 -5316 0
0 0 0 728 203290 -4588 0
0 0 0 753 204043 -3835 0
0 0 0 785 204828 -3050 0
0 0 0 797 205625 -2253 0
10 1 S102 746 206371 -1507 0
10 1 S102 717 207088 -790 0
10 1 S102 759 207847 -31 0
10 2 S102 770 208617 739 0
10 2 S102 798 209415 1537 0
10 2 S102 768 210183 2305 0
10 2 S102 712 210895 3017 0
10 2 S102 757 211652 3774 0
10 2 S102 773 212425 4547 0
10 2 S102 798 213223 5345 0
10 2 S102 815 214038 6160 0
10 2 S102 760 214798 6920 0
0 0 0 742 215540 -11602 0
0 0 0 770 216310 -10832 0
0 0 0 774 217084 -10058 0
0 0 0 809 217893 -9249 0
0 0 0 751 218644 -8498 0
