P_0003
BeatCount Mean SD BeatCountNoOutliers MeanNoOutliers SDNoOutliers
1783 774,948401570387 65,537796143244 1752 772,544520547945 55,5675185826672

Trial TrialStatus Trialtype IBI AbsPosition RelPosition Outlier
0 0 0 849 1451 -23610 0
0 0 0 825 2276 -22785 0
0 0 0 812 3088 -21973 0
0 0 0 784 3872 -21189 0
0 0 0 740 4612 -20449 0
0 0 0 730 5342 -19719 0
0 0 0 772 6114 -18947 0
0 0 0 815 6929 -18132 0
0 0 0 803 7732 -17329 0
0 0 0 795 8527 -16534 0
0 0 0 807 9334 -15727 0
0 0 0 835 10169 -14892 0
0 0 0 871 11040 -14021 0
0 0 0 845 11885 -13176 0
0 0 0 805 12690 -12371 0
0 0 0 764 13454 -11607 0
0 0 0 739 14193 -10868 0
0 0 0 735 14928 -10133 0
0 0 0 753 15681 -9380 0
0 0 0 783 16464 -8597 0
0 0 0 785 17249 -7812 0
0 0 0 833 18082 -6979 0
0 0 0 830 18912 -6149 0
0 0 0 815 19727 -5334 0
0 0 0 799 20526 -4535 0
0 0 0 785 21311 -3750 0
0 0 0 785 22096 -2965 0
0 0 0 779 22875 -2186 0
1 1 S112 775 23650 -1411 0
1 1 S112 787 24437 -624 0
1 2 S112 826 25263 202 0
1 2 S112 852 26115 1054 0
1 2 S112 901 27016 1955 0
1 2 S112 858 27874 2813 0
1 2 S112 838 28712 3651 0
1 2 S112 819 29531 4470 0
1 2 S112 795 30326 5265 0
1 2 S112 802 31128 6067 0
1 2 S112 802 31930 6869 0
0 0 0 789 32719 -12833 0
0 0 0 808 33527 -12025 0
0 0 0 822 34349 -11203 0
0 0 0 817 35166 -10386 0
0 0 0 843 36009 -9543 0
0 0 0 874 36883 -8669 0
0 0 0 848 37731 -7821 0
0 0 0 807 38538 -7014 0
0 0 0 776 39314 -6238 0
0 0 0 761 40075 -5477 0
0 0 0 754 40829 -4723 0
0 0 0 764 41593 -3959 0
0 0 0 778 42371 -3181 0
0 0 0 786 43157 -2395 0
2 1 S102 806 43963 -1589 0
2 1 S102 779 44742 -810 0
2 1 S102 767 45509 -43 0
2 2 S102 850 46359 807 0
2 2 S102 811 47170 1618 0
