P_0002
BeatCount Mean SD BeatCountNoOutliers MeanNoOutliers SDNoOutliers
1546 737,698576972833 53,315131624236 1529 735,480706344016 46,2111500590229

Trial TrialStatus Trialtype IBI AbsPosition RelPosition Outlier
0 0 0 806 927 -4045 0
0 0 0 822 1749 -3223 0
0 0 0 834 2583 -2389 0
1 1 S106 794 3377 -1595 0
1 1 S106 772 4149 -823 0
1 1 S106 754 4903 -69 0
1 2 S106 748 5651 679 0
1 2 S106 732 6383 1411 0
1 2 S106 714 7097 2125 0
1 2 S106 733 7830 2858 0
1 2 S106 787 8617 3645 0
1 2 S106 861 9478 4506 0
1 2 S106 893 10371 5399 1
1 2 S106 902 11273 6301 1
0 0 0 887 12160 -8910 1
0 0 0 828 12988 -8082 0
0 0 0 769 13757 -7313 0
0 0 0 748 14505 -6565 0
0 0 0 734 15239 -5831 0
0 0 0 792 16031 -5039 0
0 0 0 799 16830 -4240 0
0 0 0 817 17647 -3423 0
0 0 0 873 18520 -2550 0
2 1 S116 901 19421 -1649 1
2 1 S116 919 20340 -730 1
2 2 S116 865 21205 135 0
2 2 S116 856 22061 991 0
2 2 S116 818 22879 1809 0
2 2 S116 788 23667 2597 0
2 2 S116 754 24421 3351 0
2 2 S116 749 25170 4100 0
2 2 S116 765 25935 4865 0
2 2 S116 770 26705 5635 0
2 2 S116 803 27508 6438 0
0 0 0 779 28287 -15015 0
0 0 0 788 29075 -14227 0
0 0 0 799 29874 -13428 0
0 0 0 782 30656 -12646 0
0 0 0 747 31403 -11899 0
0 0 0 710 32113 -11189 0
0 0 0 707 32820 -10482 0
0 0 0 682 33502 -9800 0
0 0 0 743 34245 -9057 0
0 0 0 821 35066 -8236 0
0 0 0 852 35918 -7384 0
0 0 0 813 36731 -6571 0
0 0 0 811 37542 -5760 0
0 0 0 795 38337 -4965 0
0 0 0 790 39127 -4175 0
0 0 0 747 39874 -3428 0
0 0 0 739 40613 -2689 0
3 1 S106 744 41357 -1945 0
3 1 S106 771 42128 -1174 0
3 1 S106 776 42904 -398 0
3 2 S106 772 43676 374 0
3 2 S106 816 44492 1190 0
3 2 S106 821 45313 2011 0
3 2 S106 845 46158 2856 0
3 2 S106 816 46974 3672 0
3 2 S106 782 47756 4454 0
3 2 S106 778 48534 5232 0
3 2 S106 755 49289 5987 0
3 2 S106 736 50025 6723 0
0 0 0 727 50752 -11267 0
0 0 0 751 51503 -10516 0
