P_0007
BeatCount Mean SD BeatCountNoOutliers MeanNoOutliers SDNoOutliers
2345 616,389765458422 27,0328594950496 2309 614,898224339541 22,8168229696193

Trial TrialStatus Trialtype IBI AbsPosition RelPosition Outlier
0 0 0 637 775 -19191 0
0 0 0 642 1417 -18549 0
0 0 0 643 2060 -17906 0
0 0 0 649 2709 -17257 0
0 0 0 642 3351 -16615 0
0 0 0 637 3988 -15978 0
0 0 0 638 4626 -15340 0
0 0 0 640 5266 -14700 0
0 0 0 641 5907 -14059 0
0 0 0 648 6555 -13411 0
0 0 0 647 7202 -12764 0
0 0 0 635 7837 -12129 0
0 0 0 623 8460 -11506 0
0 0 0 618 9078 -10888 0
0 0 0 616 9694 -10272 0
0 0 0 622 10316 -9650 0
0 0 0 625 10941 -9025 0
0 0 0 632 11573 -8393 0
0 0 0 634 12207 -7759 0
0 0 0 628 12835 -7131 0
0 0 0 619 13454 -6512 0
0 0 0 606 14060 -5906 0
0 0 0 604 14664 -5302 0
0 0 0 598 15262 -4704 0
0 0 0 616 15878 -4088 0
0 0 0 665 16543 -3423 0
0 0 0 755 17298 -2668 1
1 1 S112 747 18045 -1921 1
1 1 S112 752 18797 -1169 1
1 1 S112 752 19549 -417 1
1 2 S112 754 20303 337 1
1 2 S112 731 21034 1068 1
1 2 S112 701 21735 1769 1
1 2 S112 677 22412 2446 0
1 2 S112 658 23070 3104 0
1 2 S112 645 23715 3749 0
1 2 S112 635 24350 4384 0
1 2 S112 626 24976 5010 0
1 2 S112 612 25588 5622 0
1 2 S112 609 26197 6231 0
1 2 S112 601 26798 6832 0
0 0 0 600 27398 -13954 0
0 0 0 615 28013 -13339 0
0 0 0 638 28651 -12701 0
0 0 0 648 29299 -12053 0
0 0 0 650 29949 -11403 0
0 0 0 651 30600 -10752 0
0 0 0 648 31248 -10104 0
0 0 0 651 31899 -9453 0
0 0 0 644 32543 -8809 0
0 0 0 649 33192 -8160 0
0 0 0 650 33842 -7510 0
0 0 0 639 34481 -6871 0
0 0 0 635 35116 -6236 0
0 0 0 642 35758 -5594 0
0 0 0 640 36398 -4954 0
0 0 0 643 37041 -4311 0
0 0 0 627 37668 -3684 0
0 0 0 621 38289 -3063 0
0 0 0 626 38915 -2437 0
2 1 S102 626 39541 -1811 0
2 1 S102 621 40162 -1190 0
2 1 S102 618 40780 -572 0
2 2 S102 616 41396 44 0
2 2 S102 625 42021 669 0
2 2 S102 626 42647 1295 0
2 2 S102 624 43271 1919 0
2 2 S102 633 43904 2552 0
2 2 S102 632 44536 3184 0
2 2 S102 628 45164 3812 0
2 2 S102 616 45780 4428 0
2 2 S102 622 46402 5050 0
2 2 S102 628 47030 5678 0
2 2 S102 658 47688 6336 0
2 2 S102 668 48356 7004 0
0 0 0 665 49021 -14049 0
0 0 0 661 49682 -13388 0
0 0 0 651 50333 -12737 0
0 0 0 638 50971 -12099 0
0 0 0 622 51593 -11477 0
0 0 0 624 52217 -10853 0
0 0 0 624 52841 -10229 0
0 0 0 619 53460 -9610 0
0 0 0 615 54075 -8995 0
0 0 0 628 54703 -8367 0
0 0 0 631 55334 -7736 0
0 0 0 631 55965 -7105 0
0 0 0 636 56601 -6469 0
0 0 0 631 57232 -5838 0
0 0 0 619 57851 -5219 0
0 0 0 611 58462 -4608 0
0 0 0 620 59082 -3988 0
0 0 0 651 59733 -3337 0
0 0 0 672 60405 -2665 0
3 1 S116 711 61116 -1954 1
3 1 S116 721 61837 -1233 1
3 1 S116 695 62532 -538 1
3 2 S116 677 63209 139 0
3 2 S116 670 63879 809 0
3 2 S116 656 64535 1465 0
3 2 S116 646 65181 2111 0
3 2 S116 631 65812 2742 0
3 2 S116 616 66428 3358 0
3 2 S116 619 67047 3977 0
3 2 S116 621 67668 4598 0
3 2 S116 627 68295 5225 0
3 2 S116 630 68925 5855 0
3 2 S116 619 69544 6474 0
0 0 0 613 70157 -14415 0
0 0 0 632 70789 -13783 0
0 0 0 646 71435 -13137 0
0 0 0 664 72099 -12473 0
0 0 0 652 72751 -11821 0
0 0 0 642 73393 -11179 0
0 0 0 638 74031 -10541 0
0 0 0 641 74672 -9900 0
0 0 0 631 75303 -9269 0
0 0 0 631 75934 -8638 0
0 0 0 632 76566 -8006 0
